id,tariffClassId,month,year,rate
453,30,10,2021,41.21
454,31,10,2021,41.21
455,32,10,2021,46.64
456,33,10,2021,46.64
457,34,10,2021,41.21
458,35,10,2021,41.21
459,36,10,2021,46.64
460,37,10,2021,46.64
461,38,10,2021,41.21
462,39,10,2021,41.21
463,40,10,2021,46.64
464,41,10,2021,46.64
465,42,10,2021,4
466,43,10,2021,41.21
467,44,10,2021,41.21
468,45,10,2021,46.64
469,46,10,2021,46.64
470,47,10,2021,46.64
471,1,11,2021,56.79
472,2,11,2021,56.79
473,3,11,2021,50.79
474,4,11,2021,54.79
475,5,11,2021,61.53
476,6,11,2021,55.88
477,7,11,2021,55.88
478,8,11,2021,60.56
479,9,11,2021,54.98
480,10,11,2021,54.98
481,11,11,2021,56.91
482,12,11,2021,41.21
483,13,11,2021,41.2
484,14,11,2021,41.2
485,15,11,2021,46.64
486,16,11,2021,46.64
487,17,11,2021,41.2
488,18,11,2021,41.2
489,19,11,2021,46.64
490,20,11,2021,46.64
491,21,11,2021,41.2
492,22,11,2021,41.2
493,23,11,2021,46.64
494,24,11,2021,46.64
495,25,11,2021,4
496,26,11,2021,41.2
497,27,11,2021,41.2
498,28,11,2021,46.64
499,29,11,2021,46.64
500,30,11,2021,41.21
501,31,11,2021,41.21
502,32,11,2021,46.64
503,33,11,2021,46.64
504,34,11,2021,41.21
505,35,11,2021,41.21
506,36,11,2021,46.64
507,37,11,2021,46.64
508,38,11,2021,41.21
509,39,11,2021,41.21
510,40,11,2021,46.64
511,41,11,2021,46.64
512,42,11,2021,4
513,43,11,2021,41.21
514,44,11,2021,41.21
515,45,11,2021,46.64
516,46,11,2021,46.64
517,47,11,2021,46.64
518,1,12,2021,56.79
519,2,12,2021,56.79
520,3,12,2021,50.79
521,4,12,2021,54.79
522,5,12,2021,61.53
523,6,12,2021,55.88
524,7,12,2021,55.88
525,8,12,2021,60.56
526,9,12,2021,54.98
527,10,12,2021,54.98
528,11,12,2021,56.91
529,12,12,2021,41.21
530,13,12,2021,41.2
531,14,12,2021,41.2
532,15,12,2021,46.64
533,16,12,2021,46.64
534,17,12,2021,41.2
535,18,12,2021,41.2
536,19,12,2021,46.64
537,20,12,2021,46.64
538,21,12,2021,41.2
539,22,12,2021,41.2
540,23,12,2021,46.64
541,24,12,2021,46.64
542,25,12,2021,4
543,26,12,2021,41.2
544,27,12,2021,41.2
545,28,12,2021,46.64
546,29,12,2021,46.64
547,30,12,2021,41.21
548,31,12,2021,41.21
549,32,12,2021,46.64
550,33,12,2021,46.64
551,34,12,2021,41.21
552,35,12,2021,41.21
553,36,12,2021,46.64
554,37,12,2021,46.64
555,38,12,2021,41.21
556,39,12,2021,41.21
557,40,12,2021,46.64
558,41,12,2021,46.64
559,42,12,2021,4
560,43,12,2021,41.21
561,44,12,2021,41.21
562,45,12,2021,46.64
563,46,12,2021,46.64
564,47,12,2021,46.64
565,1,1,2022,56.79
566,2,1,2022,56.79
567,3,1,2022,50.79
568,4,1,2022,54.79
569,5,1,2022,61.53
570,6,1,2022,55.88
571,7,1,2022,55.88
572,8,1,2022,60.56
573,9,1,2022,54.98
574,10,1,2022,54.98
575,11,1,2022,56.91
576,12,1,2022,41.21
577,13,1,2022,41.2
578,14,1,2022,41.2
579,15,1,2022,46.64
580,16,1,2022,46.64
581,17,1,2022,41.2
582,18,1,2022,41.2
583,19,1,2022,46.64
584,20,1,2022,46.64
585,21,1,2022,41.2
586,22,1,2022,41.2
587,23,1,2022,46.64
588,24,1,2022,46.64
589,25,1,2022,4
590,26,1,2022,41.2
591,27,1,2022,41.2
592,28,1,2022,46.64
593,29,1,2022,46.64
594,30,1,2022,41.21
595,31,1,2022,41.21
596,32,1,2022,46.64
597,33,1,2022,46.64
598,34,1,2022,41.21
599,35,1,2022,41.21
600,36,1,2022,46.64
601,37,1,2022,46.64
602,38,1,2022,41.21
603,39,1,2022,41.21
604,40,1,2022,46.64
605,41,1,2022,46.64
606,42,1,2022,4
607,43,1,2022,41.21
608,44,1,2022,41.21
609,45,1,2022,46.64
610,46,1,2022,46.64
611,47,1,2022,46.64
612,1,2,2022,56.79
613,2,2,2022,56.79
614,3,2,2022,50.79
615,4,2,2022,54.79
616,5,2,2022,61.53
617,6,2,2022,55.88
618,7,2,2022,55.88
619,8,2,2022,60.56
620,9,2,2022,54.98
621,10,2,2022,54.98
622,11,2,2022,56.91
623,12,2,2022,41.21
624,13,2,2022,41.2
625,14,2,2022,41.2
626,15,2,2022,46.64
627,16,2,2022,46.64
628,17,2,2022,41.2
629,18,2,2022,41.2
630,19,2,2022,46.64
631,20,2,2022,46.64
632,21,2,2022,41.2
633,22,2,2022,41.2
634,23,2,2022,46.64
635,24,2,2022,46.64
636,25,2,2022,4
637,26,2,2022,41.2
638,27,2,2022,41.2
639,28,2,2022,46.64
640,29,2,2022,46.64
641,30,2,2022,41.21
642,31,2,2022,41.21
643,32,2,2022,46.64
644,33,2,2022,46.64
645,34,2,2022,41.21
646,35,2,2022,41.21
647,36,2,2022,46.64
648,37,2,2022,46.64
649,38,2,2022,41.21
650,39,2,2022,41.21
651,40,2,2022,46.64
652,41,2,2022,46.64
653,42,2,2022,4
654,43,2,2022,41.21
655,44,2,2022,41.21
656,45,2,2022,46.64
657,46,2,2022,46.64
658,47,2,2022,46.64
659,1,3,2022,56.79
660,2,3,2022,56.79
661,3,3,2022,50.79
662,4,3,2022,54.79
663,5,3,2022,61.53
664,6,3,2022,55.88
665,7,3,2022,55.88
666,8,3,2022,60.56
667,9,3,2022,54.98
668,10,3,2022,54.98
669,11,3,2022,56.91
670,12,3,2022,41.21
671,13,3,2022,41.2
672,14,3,2022,41.2
673,15,3,2022,46.64
674,16,3,2022,46.64
675,17,3,2022,41.2
676,18,3,2022,41.2
677,19,3,2022,46.64
678,20,3,2022,46.64
679,21,3,2022,41.2
680,22,3,2022,41.2
681,23,3,2022,46.64
682,24,3,2022,46.64
683,25,3,2022,4
684,26,3,2022,41.2
685,27,3,2022,41.2
686,28,3,2022,46.64
687,29,3,2022,46.64
688,30,3,2022,41.21
689,31,3,2022,41.21
690,32,3,2022,46.64
691,33,3,2022,46.64
692,34,3,2022,41.21
693,35,3,2022,41.21
694,36,3,2022,46.64
695,37,3,2022,46.64
696,38,3,2022,41.21
697,39,3,2022,41.21
698,40,3,2022,46.64
699,41,3,2022,46.64
700,42,3,2022,4
701,43,3,2022,41.21
702,44,3,2022,41.21
703,45,3,2022,46.64
704,46,3,2022,46.64
705,47,3,2022,46.64
706,1,4,2022,56.79
707,2,4,2022,56.79
708,3,4,2022,50.79
709,4,4,2022,54.79
710,5,4,2022,61.53
711,6,4,2022,55.88
712,7,4,2022,55.88
713,8,4,2022,60.56
714,9,4,2022,54.98
715,10,4,2022,54.98
716,11,4,2022,56.91
717,12,4,2022,41.21
718,13,4,2022,41.2
719,14,4,2022,41.2
720,15,4,2022,46.64
721,16,4,2022,46.64
722,17,4,2022,41.2
723,18,4,2022,41.2
724,19,4,2022,46.64
725,20,4,2022,46.64
726,21,4,2022,41.2
727,22,4,2022,41.2
728,23,4,2022,46.64
729,24,4,2022,46.64
730,25,4,2022,4
731,26,4,2022,41.2
732,27,4,2022,41.2
733,28,4,2022,46.64
734,29,4,2022,46.64
735,30,4,2022,41.21
736,31,4,2022,41.21
737,32,4,2022,46.64
738,33,4,2022,46.64
739,34,4,2022,41.21
740,35,4,2022,41.21
741,36,4,2022,46.64
742,37,4,2022,46.64
743,38,4,2022,41.21
744,39,4,2022,41.21
745,40,4,2022,46.64
746,41,4,2022,46.64
747,42,4,2022,4
748,43,4,2022,41.21
749,44,4,2022,41.21
750,45,4,2022,46.64
751,46,4,2022,46.64
752,47,4,2022,46.64
753,1,5,2022,56.79
754,2,5,2022,56.79
755,3,5,2022,50.79
756,4,5,2022,54.79
757,5,5,2022,61.53
758,6,5,2022,55.88
759,7,5,2022,55.88
760,8,5,2022,60.56
761,9,5,2022,54.98
762,10,5,2022,54.98
763,11,5,2022,56.91
764,12,5,2022,41.21
765,13,5,2022,41.2
766,14,5,2022,41.2
767,15,5,2022,46.64
768,16,5,2022,46.64
769,17,5,2022,41.2
770,18,5,2022,41.2
771,19,5,2022,46.64
772,20,5,2022,46.64
773,21,5,2022,41.2
774,22,5,2022,41.2
775,23,5,2022,46.64
776,24,5,2022,46.64
777,25,5,2022,4
778,26,5,2022,41.2
779,27,5,2022,41.2
780,28,5,2022,46.64
781,29,5,2022,46.64
782,30,5,2022,41.21
783,31,5,2022,41.21
784,32,5,2022,46.64
785,33,5,2022,46.64
786,34,5,2022,41.21
787,35,5,2022,41.21
788,36,5,2022,46.64
789,37,5,2022,46.64
790,38,5,2022,41.21
791,39,5,2022,41.21
792,40,5,2022,46.64
793,41,5,2022,46.64
794,42,5,2022,4
795,43,5,2022,41.21
796,44,5,2022,41.21
797,45,5,2022,46.64
798,46,5,2022,46.64
799,47,5,2022,46.64
800,1,6,2022,56.79
801,2,6,2022,56.79
802,3,6,2022,50.79
803,4,6,2022,54.79
804,5,6,2022,61.53
805,6,6,2022,55.88
806,7,6,2022,55.88
807,8,6,2022,60.56
808,9,6,2022,54.98
809,10,6,2022,54.98
810,11,6,2022,56.91
811,12,6,2022,41.21
812,13,6,2022,41.2
813,14,6,2022,41.2
814,15,6,2022,46.64
815,16,6,2022,46.64
816,17,6,2022,41.2
817,18,6,2022,41.2
818,19,6,2022,46.64
819,20,6,2022,46.64
820,21,6,2022,41.2
821,22,6,2022,41.2
822,23,6,2022,46.64
823,24,6,2022,46.64
824,25,6,2022,4
825,26,6,2022,41.2
826,27,6,2022,41.2
827,28,6,2022,46.64
828,29,6,2022,46.64
829,30,6,2022,41.21
830,31,6,2022,41.21
831,32,6,2022,46.64
832,33,6,2022,46.64
833,34,6,2022,41.21
834,35,6,2022,41.21
835,36,6,2022,46.64
836,37,6,2022,46.64
837,38,6,2022,41.21
838,39,6,2022,41.21
839,40,6,2022,46.64
840,41,6,2022,46.64
841,42,6,2022,4
842,43,6,2022,41.21
843,44,6,2022,41.21
844,45,6,2022,46.64
845,46,6,2022,46.64
846,47,6,2022,46.64
847,1,7,2022,56.79
848,2,7,2022,56.79
849,3,7,2022,50.79
850,4,7,2022,54.79
851,5,7,2022,61.53
852,6,7,2022,55.88
853,7,7,2022,55.88
854,8,7,2022,60.56
855,9,7,2022,54.98
856,10,7,2022,54.98
857,11,7,2022,56.91
858,12,7,2022,41.21
859,13,7,2022,41.2
860,14,7,2022,41.2
861,15,7,2022,46.64
862,16,7,2022,46.64
863,17,7,2022,41.2
864,18,7,2022,41.2
865,19,7,2022,46.64
866,20,7,2022,46.64
867,21,7,2022,41.2
868,22,7,2022,41.2
869,23,7,2022,46.64
870,24,7,2022,46.64
871,25,7,2022,4
872,26,7,2022,41.2
873,27,7,2022,41.2
874,28,7,2022,46.64
875,29,7,2022,46.64
876,30,7,2022,41.21
877,31,7,2022,41.21
878,32,7,2022,46.64
879,33,7,2022,46.64
880,34,7,2022,41.21
881,35,7,2022,41.21
882,36,7,2022,46.64
883,37,7,2022,46.64
884,38,7,2022,41.21
885,39,7,2022,41.21
886,40,7,2022,46.64
887,41,7,2022,46.64
888,42,7,2022,4
889,43,7,2022,41.21
890,44,7,2022,41.21
891,45,7,2022,46.64
892,46,7,2022,46.64
893,47,7,2022,46.64
894,1,8,2022,56.79
895,2,8,2022,56.79
896,3,8,2022,50.79
897,4,8,2022,54.79
898,5,8,2022,61.53
899,6,8,2022,55.88
900,7,8,2022,55.88
901,8,8,2022,60.56
902,9,8,2022,54.98
903,10,8,2022,54.98
904,11,8,2022,56.91
905,12,8,2022,41.21
906,13,8,2022,41.2
907,14,8,2022,41.2
908,15,8,2022,46.64
909,16,8,2022,46.64
910,17,8,2022,41.2
911,18,8,2022,41.2
912,19,8,2022,46.64
913,20,8,2022,46.64
914,21,8,2022,41.2
915,22,8,2022,41.2
916,23,8,2022,46.64
917,24,8,2022,46.64
918,25,8,2022,4
919,26,8,2022,41.2
920,27,8,2022,41.2
921,28,8,2022,46.64
922,29,8,2022,46.64
923,30,8,2022,41.21
924,31,8,2022,41.21
925,32,8,2022,46.64
926,33,8,2022,46.64
927,34,8,2022,41.21
928,35,8,2022,41.21
929,36,8,2022,46.64
930,37,8,2022,46.64
931,38,8,2022,41.21
932,39,8,2022,41.21
933,40,8,2022,46.64
934,41,8,2022,46.64
935,42,8,2022,4
936,43,8,2022,41.21
937,44,8,2022,41.21
938,45,8,2022,46.64
939,46,8,2022,46.64
940,47,8,2022,46.64
941,1,9,2022,56.79
942,2,9,2022,56.79
943,3,9,2022,50.79
944,4,9,2022,54.79
945,5,9,2022,61.53
946,6,9,2022,55.88
947,7,9,2022,55.88
948,8,9,2022,60.56
949,9,9,2022,54.98
950,10,9,2022,54.98
951,11,9,2022,56.91
952,12,9,2022,41.21
953,13,9,2022,41.2
954,14,9,2022,41.2
955,15,9,2022,46.64
956,16,9,2022,46.64
957,17,9,2022,41.2
958,18,9,2022,41.2
959,19,9,2022,46.64
960,20,9,2022,46.64
961,21,9,2022,41.2
962,22,9,2022,41.2
963,23,9,2022,46.64
964,24,9,2022,46.64
965,25,9,2022,4
966,26,9,2022,41.2
967,27,9,2022,41.2
968,28,9,2022,46.64
969,29,9,2022,46.64
970,30,9,2022,41.21
971,31,9,2022,41.21
972,32,9,2022,46.64
973,33,9,2022,46.64
974,34,9,2022,41.21
975,35,9,2022,41.21
976,36,9,2022,46.64
977,37,9,2022,46.64
978,38,9,2022,41.21
979,39,9,2022,41.21
980,40,9,2022,46.64
981,41,9,2022,46.64
982,42,9,2022,4
983,43,9,2022,41.21
984,44,9,2022,41.21
985,45,9,2022,46.64
986,46,9,2022,46.64
987,47,9,2022,46.64
988,1,10,2022,56.79
989,2,10,2022,56.79
990,3,10,2022,50.79
991,4,10,2022,54.79
992,5,10,2022,61.53
993,6,10,2022,55.88
994,7,10,2022,55.88
995,8,10,2022,60.56
996,9,10,2022,54.98
997,10,10,2022,54.98
998,11,10,2022,56.91
999,12,10,2022,41.21
1000,13,10,2022,41.2
1001,14,10,2022,41.2
1002,15,10,2022,46.64
1003,16,10,2022,46.64
1004,17,10,2022,41.2
1005,18,10,2022,41.2
1006,19,10,2022,46.64
1007,20,10,2022,46.64
1008,21,10,2022,41.2
1009,22,10,2022,41.2
1010,23,10,2022,46.64
1011,24,10,2022,46.64
1012,25,10,2022,4
1013,26,10,2022,41.2
1014,27,10,2022,41.2
1015,28,10,2022,46.64
1016,29,10,2022,46.64
1017,30,10,2022,41.21
1018,31,10,2022,41.21
1019,32,10,2022,46.64
1020,33,10,2022,46.64
1021,34,10,2022,41.21
1022,35,10,2022,41.21
1023,36,10,2022,46.64
1024,37,10,2022,46.64
1025,38,10,2022,41.21
1026,39,10,2022,41.21
1027,40,10,2022,46.64
1028,41,10,2022,46.64
1029,42,10,2022,4
1030,43,10,2022,41.21
1031,44,10,2022,41.21
1032,45,10,2022,46.64
1033,46,10,2022,46.64
1034,47,10,2022,46.64
1035,1,11,2022,56.79
1036,2,11,2022,56.79
1037,3,11,2022,50.79
1038,4,11,2022,54.79
1039,5,11,2022,61.53
1040,6,11,2022,55.88
1041,7,11,2022,55.88
1042,8,11,2022,60.56
1043,9,11,2022,54.98
1044,10,11,2022,54.98
1045,11,11,2022,56.91
1046,12,11,2022,41.21
1047,13,11,2022,41.2
1048,14,11,2022,41.2
1049,15,11,2022,46.64
1050,16,11,2022,46.64
1051,17,11,2022,41.2
1052,18,11,2022,41.2
1053,19,11,2022,46.64
1054,20,11,2022,46.64
1055,21,11,2022,41.2
1056,22,11,2022,41.2
1057,23,11,2022,46.64
1058,24,11,2022,46.64
1059,25,11,2022,4
1060,26,11,2022,41.2
1061,27,11,2022,41.2
1062,28,11,2022,46.64
1063,29,11,2022,46.64
1064,30,11,2022,41.21
1065,31,11,2022,41.21
1066,32,11,2022,46.64
1067,33,11,2022,46.64
1068,34,11,2022,41.21
1069,35,11,2022,41.21
1070,36,11,2022,46.64
1071,37,11,2022,46.64
1072,38,11,2022,41.21
1073,39,11,2022,41.21
1074,40,11,2022,46.64
1075,41,11,2022,46.64
